label,text
path,как пройти к ДНП Кедр 1 Территория 9
path,покажи маршрут от ДНТ Алтай Территория 10 до ДНТ Дружба Территория 11
path,как мне попасть в ДНТ Радуга Территория 12
path,как доехать до ДНТ Светлое Территория 13
path,маршрут до ДНТ Свой дом Территория 14
path,как дабраться от ДНТ Тихий бор Территория 15 до Дальняя Улица 16
path,пастрой маршрут до Дачная Улица 17
path,как прайти к Декабристов Улица 18
path,покажи маршут от Дзержинского Улица 19 до Дмитрия Коротчаева Улица 20
path,как мне патрапить в Домостроителей Улица 21
path,как доехат до Дорожная Улица 22
path,как добраться от Дорожный Переулок 23 до Дорожный Территория 24
path,построй маршрут до Дорожный Поселок 25
path,как дойти до Дружбы Проезд 26
path,как пройти к Еловая Улица 27
path,покажи маршрут от Есенина Улица 28 до Железнодорожная Улица 29
path,как мне попасть в Железнодорожная (п Таежный) Улица 30
path,как доехать до За ручьем Улица 31
path,маршрут до Заводская Улица 32
path,как дабраться от Загородная Улица 33 до Замятинская Улица 34
path,пастрой маршрут до Западная Улица 35
path,как прайти к Западный промрайон Поселок 36
path,покажи маршут от Затонская Улица 37 до Заячий остров Улица 38
path,как мне патрапить в Звездный Территория 39
path,как доехат до Зеленая Улица 40
path,как добраться от Зеленый Территория 41 до Зеленый Переулок 42
path,построй маршрут до Земляничный Проезд 43
path,как дойти до Зои Космодемьянской Улица 44
path,как пройти к Ивана Захарова Улица 45
path,покажи маршрут от Ивана Кайдалова Набережная 46 до Ивана Шидловского Улица 47
path,как мне попасть в Игоря Киртбая Улица 48
path,как доехать до Изобретателей Улица 49
path,маршрут до Имени Георгия Еремина Аллея 50
path,как дабраться от имени Глухова Улица 1 до Индустриальная Улица 2
path,пастрой маршрут до Инженерная Улица 3
path,как прайти к Иосифа Каролинского Улица 4
path,покажи маршут от Июльская Улица 5 до имени Виктора Пархомовича Улица 6
path,как мне патрапить в Калиновый Проезд 7
path,как доехат до Камышовая Улица 8
path,как добраться от Кедровая Улица 9 до Кедровый Проезд 10
path,построй маршрут до Кедровый Поселок 11
path,как дойти до Кедровый-2 Территория 12
path,как пройти к Кленовая Улица 13
path,покажи маршрут от Кольцевая Улица 14 до Коммунальная Улица 15
path,как мне попасть в Коммунаров Улица 16
path,как доехать до Комплектовочная Улица 17
path,маршрут до Комсомольская Улица 18
path,как дабраться от Комсомольский Проспект 19 до Контейнерная Улица 20
path,пастрой маршрут до Космонавтов Улица 21
path,как прайти к Красная Улица 22
path,покажи маршут от Красных Партизан Улица 23 до Крылова Улица 24
path,как мне патрапить в Крылья Сургута - Гидронамыв Территория ТСН 25
path,как доехат до Крылья Сургута-2 Садовое товарищество 26
path,как добраться от Курортная Улица 27 до Калиновый Проезд 28
